"","part_id","contact","part_age","cutoff_contact","cutoff_contact_100"
"1190","uk_G1_701884",8,"50-59",8,8
"1191","uk_G1_701885",3,"60-69",3,3
"1192","uk_G1_701886",3,"60-69",3,3
"1193","uk_G1_701887",9,"40-49",9,9
"1194","uk_G1_701888",1,"70-120",1,1
"1195","uk_G1_701889",3,"40-49",3,3
"1196","uk_G1_701890",20,"70-120",20,20
"1197","uk_G1_701892",5,"40-49",5,5
"1198","uk_G1_701893",6,"60-69",6,6
"1199","uk_G1_701895",2,"60-69",2,2
"1200","uk_G1_701897",1,"40-49",1,1
"1201","uk_G1_701898",2,"60-69",2,2
"1202","uk_G1_701899",1,"50-59",1,1
"1203","uk_G1_701900",1,"60-69",1,1
"1204","uk_G1_701902",1,"60-69",1,1
"1205","uk_G1_701903",13,"70-120",13,13
"1206","uk_G1_701906",5,"60-69",5,5
"1207","uk_G1_701907",1,"60-69",1,1
"1208","uk_G1_701909",2,"60-69",2,2
"1209","uk_G1_701910",1,"70-120",1,1
"1210","uk_G1_701911",2,"30-39",2,2
"1211","uk_G1_701912",2,"40-49",2,2
"1212","uk_G1_701913",3,"60-69",3,3
"1213","uk_G1_701914",5,"30-39",5,5
"1214","uk_G1_701916",4,"50-59",4,4
"1215","uk_G1_701917",5,"40-49",5,5
"1216","uk_G1_701918",1,"30-39",1,1
"1217","uk_G1_701919",1,"60-69",1,1
"1218","uk_G1_701921",3,"30-39",3,3
"1219","uk_G1_701922",1,"30-39",1,1
"1220","uk_G1_701923",1,"70-120",1,1
"1221","uk_G1_701924",10,"40-49",10,10
"1222","uk_G1_701925",2,"50-59",2,2
"1223","uk_G1_701926",3,"30-39",3,3
"1224","uk_G1_701927",2,"60-69",2,2
"1225","uk_G1_701928",1,"40-49",1,1
"1226","uk_G1_701929",3,"70-120",3,3
"1227","uk_G1_701931",1,"60-69",1,1
"1228","uk_G1_701932",1,"70-120",1,1
"1229","uk_G1_701933",2,"70-120",2,2
"1230","uk_G1_701934",3,"30-39",3,3
"1231","uk_G1_701936",1,"40-49",1,1
"1232","uk_G1_701937",1,"30-39",1,1
"1233","uk_G1_701938",25,"18-29",20,25
"1234","uk_G1_701939",2,"50-59",2,2
"1235","uk_G1_701940",7,"60-69",7,7
"1236","uk_G1_701941",2,"40-49",2,2
"1237","uk_G1_701942",2,"30-39",2,2
"1238","uk_G1_701943",1,"50-59",1,1
"1239","uk_G1_701944",2,"60-69",2,2
"1240","uk_G1_701945",12,"70-120",12,12
"1241","uk_G1_701946",3,"40-49",3,3
"1242","uk_G1_701948",1,"50-59",1,1
"1243","uk_G1_701949",2,"30-39",2,2
"1244","uk_G1_701950",3,"18-29",3,3
"1245","uk_G1_701953",1,"50-59",1,1
"1246","uk_G1_701954",1,"50-59",1,1
"1247","uk_G1_701955",8,"30-39",8,8
"1248","uk_G1_701956",1,"60-69",1,1
"1249","uk_G1_701957",7,"30-39",7,7
"1250","uk_G1_701959",2,"18-29",2,2
"1251","uk_G1_701960",4,"70-120",4,4
"1252","uk_G1_701961",3,"18-29",3,3
"1253","uk_G1_701962",5,"70-120",5,5
"1254","uk_G1_701964",3,"60-69",3,3
"1255","uk_G1_701965",1,"40-49",1,1
"1256","uk_G1_701966",3,"60-69",3,3
"1257","uk_G1_701967",2,"70-120",2,2
"1258","uk_G1_701969",3,"40-49",3,3
"1259","uk_G1_701971",3,"60-69",3,3
"1260","uk_G1_701972",2,"50-59",2,2
"1261","uk_G1_701973",2,"50-59",2,2
"1262","uk_G1_701974",2,"50-59",2,2
"1263","uk_G1_701976",1,"50-59",1,1
"1264","uk_G1_701978",5,"40-49",5,5
"1265","uk_G1_701979",1,"50-59",1,1
"1266","uk_G1_701980",1,"70-120",1,1
"1267","uk_G1_701981",3,"70-120",3,3
"1268","uk_G1_701982",1,"30-39",1,1
"1269","uk_G1_701983",1,"30-39",1,1
"1270","uk_G1_701984",1,"70-120",1,1
"1271","uk_G1_701985",3,"40-49",3,3
"1272","uk_G1_701986",3,"50-59",3,3
"1273","uk_G1_701987",2,"40-49",2,2
"1274","uk_G1_701988",2,"40-49",2,2
"1275","uk_G1_701989",4,"40-49",4,4
"1276","uk_G1_701990",2,"70-120",2,2
"1277","uk_G1_701991",7,"70-120",7,7
"1278","uk_G1_701992",8,"50-59",8,8
"1279","uk_G1_701994",5,"18-29",5,5
"1280","uk_G1_701995",2,"40-49",2,2
"1281","uk_G1_701996",2,"30-39",2,2
"1282","uk_G1_701997",5,"60-69",5,5
"1283","uk_G1_701998",1,"50-59",1,1
"1284","uk_G1_702000",2,"40-49",2,2
"1285","uk_G1_702002",1,"30-39",1,1
"1286","uk_G1_702003",5,"40-49",5,5
"1287","uk_G1_702005",3,"30-39",3,3
"1288","uk_G1_702006",3,"18-29",3,3
"1289","uk_G1_702007",3,"30-39",3,3
"1290","uk_G1_702009",9,"60-69",9,9
"1291","uk_G1_702010",5,"60-69",5,5
"1292","uk_G1_702012",1,"70-120",1,1
"1293","uk_G1_702013",2,"50-59",2,2
"1294","uk_G1_702015",1,"18-29",1,1
"1295","uk_G1_702017",1,"50-59",1,1
"1296","uk_G1_702018",2,"40-49",2,2
"1297","uk_G1_702020",3,"70-120",3,3
"1298","uk_G1_702021",2,"70-120",2,2
"1299","uk_G1_702025",1,"40-49",1,1
"1300","uk_G1_702026",62,"40-49",20,62
"1301","uk_G1_702027",4,"40-49",4,4
"1302","uk_G1_702028",2,"40-49",2,2
"1303","uk_G1_702029",2,"40-49",2,2
"1304","uk_G1_702030",4,"60-69",4,4
"1305","uk_G1_702032",5,"50-59",5,5
"1306","uk_G1_702033",24,"40-49",20,24
"1307","uk_G1_702034",1,"30-39",1,1
"1308","uk_G1_702038",1,"60-69",1,1
"1309","uk_G1_702039",259,"50-59",20,100
"1310","uk_G1_702040",2,"40-49",2,2
"1311","uk_G1_702041",3,"50-59",3,3
"1312","uk_G1_702043",1,"60-69",1,1
"1313","uk_G1_702044",2,"30-39",2,2
"1314","uk_G1_702045",3,"30-39",3,3
"1315","uk_G1_702046",2,"60-69",2,2
"1316","uk_G1_702049",3,"18-29",3,3
"1317","uk_G1_702050",1,"30-39",1,1
"1318","uk_G1_702051",1,"60-69",1,1
"1319","uk_G1_702052",3,"18-29",3,3
"1320","uk_G1_702053",1,"30-39",1,1
"1321","uk_G1_702054",1,"30-39",1,1
"1322","uk_G1_702055",4,"18-29",4,4
"1323","uk_G1_702056",3,"18-29",3,3
"1324","uk_G1_702057",6,"40-49",6,6
"1325","uk_G1_702058",1,"40-49",1,1
"1326","uk_G1_702059",5,"50-59",5,5
"1327","uk_G1_702060",2,"30-39",2,2
"1328","uk_G1_702061",1,"60-69",1,1
"1329","uk_G1_702062",7,"50-59",7,7
"1330","uk_G1_702063",5,"50-59",5,5
"1331","uk_G1_702065",16,"30-39",16,16
"1332","uk_G1_702066",15,"30-39",15,15
"1333","uk_G1_702068",64,"40-49",20,64
"1334","uk_G1_702069",19,"18-29",19,19
"1335","uk_G1_702071",1,"60-69",1,1
"1336","uk_G1_702073",1,"60-69",1,1
"1337","uk_G1_702074",3,"30-39",3,3
"1338","uk_G1_702075",1,"60-69",1,1
"1339","uk_G1_702076",2,"40-49",2,2
"1340","uk_G1_702077",5,"60-69",5,5
"1341","uk_G1_702078",1,"50-59",1,1
"1342","uk_G1_702079",4,"18-29",4,4
"1343","uk_G1_702080",1,"50-59",1,1
"1344","uk_G1_702082",3,"40-49",3,3
"1345","uk_G1_702084",4,"30-39",4,4
"1346","uk_G1_702085",1,"18-29",1,1
"1347","uk_G1_702086",1,"40-49",1,1
"1348","uk_G1_702087",1,"60-69",1,1
"1349","uk_G1_702088",2,"60-69",2,2
"1350","uk_G1_702089",6,"70-120",6,6
"1351","uk_G1_702091",3,"30-39",3,3
"1352","uk_G1_702092",1,"70-120",1,1
"1353","uk_G1_702093",5,"60-69",5,5
"1354","uk_G1_702094",8,"18-29",8,8
"1355","uk_G1_702095",8,"50-59",8,8
"1356","uk_G1_702096",1,"30-39",1,1
"1357","uk_G1_702099",7,"60-69",7,7
"1358","uk_G1_702100",2,"40-49",2,2
"1359","uk_G1_702102",1,"40-49",1,1
"1360","uk_G1_702103",2,"40-49",2,2
"1361","uk_G1_702104",4,"40-49",4,4
"1362","uk_G1_702105",1,"40-49",1,1
"1363","uk_G1_702107",68,"18-29",20,68
"1364","uk_G1_702110",3,"50-59",3,3
"1365","uk_G1_702111",1,"70-120",1,1
"1366","uk_G1_702112",4,"18-29",4,4
"1367","uk_G1_702113",2,"30-39",2,2
"1368","uk_G1_702115",8,"30-39",8,8
"1369","uk_G1_702116",2,"50-59",2,2
"1370","uk_G1_702117",1,"60-69",1,1
"1371","uk_G1_702118",18,"70-120",18,18
"1372","uk_G1_702119",2,"40-49",2,2
"1373","uk_G1_702120",4,"30-39",4,4
"1374","uk_G1_702121",39,"50-59",20,39
"1375","uk_G1_702122",1,"70-120",1,1
"1376","uk_G1_702123",1,"70-120",1,1
"1377","uk_G1_702124",1,"50-59",1,1
"1378","uk_G1_702125",4,"50-59",4,4
"1379","uk_G1_702126",1,"40-49",1,1
"1380","uk_G1_702127",2,"50-59",2,2
"1381","uk_G1_702128",1,"60-69",1,1
"1382","uk_G1_702130",5,"50-59",5,5
"1383","uk_G1_702131",8,"40-49",8,8
"1384","uk_G1_702132",1,"50-59",1,1
"1385","uk_G1_702134",11,"30-39",11,11
"1386","uk_G1_702135",3,"70-120",3,3
"1387","uk_G1_702137",1,"30-39",1,1
"1388","uk_G1_702138",1,"40-49",1,1
"1389","uk_G1_702139",1,"18-29",1,1
"1390","uk_G1_702141",3,"60-69",3,3
"1391","uk_G1_702143",3,"70-120",3,3
"1392","uk_G1_702144",5,"18-29",5,5
"1393","uk_G1_702145",3,"18-29",3,3
"1394","uk_G1_702146",161,"18-29",20,100
"1395","uk_G1_702147",14,"30-39",14,14
"1396","uk_G1_702148",2,"30-39",2,2
"1397","uk_G1_702150",1,"30-39",1,1
"1398","uk_G1_702151",5,"18-29",5,5
"1399","uk_G1_702154",3,"18-29",3,3
"1400","uk_G1_702155",2,"18-29",2,2
"1401","uk_G1_702156",4,"18-29",4,4
"1402","uk_G1_702157",2,"18-29",2,2
"1403","uk_G1_702158",2,"18-29",2,2
"1404","uk_G1_702159",1,"18-29",1,1
"1405","uk_G1_702160",5,"18-29",5,5
"1406","uk_G1_702161",11,"18-29",11,11
"1407","uk_G1_702162",4,"18-29",4,4
"1408","uk_G1_702163",3,"18-29",3,3
"1409","uk_G1_702164",3,"18-29",3,3
"1410","uk_G1_702165",3,"18-29",3,3
"1411","uk_G1_702166",9,"18-29",9,9
"1412","uk_G1_702167",3,"18-29",3,3
"1413","uk_G1_702168",1,"18-29",1,1
"1414","uk_G1_702169",14,"18-29",14,14
"1415","uk_G1_702171",2,"18-29",2,2
"1416","uk_G1_702172",3,"18-29",3,3
"1417","uk_G1_702173",3,"18-29",3,3
"1418","uk_G1_702174",2,"18-29",2,2
"1419","uk_G1_702175",2,"18-29",2,2
"1420","uk_G1_702176",14,"18-29",14,14
"1421","uk_G1_702178",5,"18-29",5,5
"1422","uk_G1_702179",11,"18-29",11,11
"1423","uk_G1_702181",2,"18-29",2,2
"1424","uk_G1_702182",4,"18-29",4,4
"1425","uk_G1_702183",3,"30-39",3,3
"1426","uk_G1_702184",3,"30-39",3,3
"1427","uk_G1_702185",3,"18-29",3,3
"1428","uk_G1_702186",4,"18-29",4,4
"1429","uk_G1_702187",2,"18-29",2,2
"1430","uk_G1_702188",2,"18-29",2,2
"1431","uk_G1_702189",6,"18-29",6,6
"1432","uk_G1_702190",2,"18-29",2,2
"1433","uk_G1_702191",4,"18-29",4,4
"1434","uk_G1_702193",5,"18-29",5,5
"1435","uk_G1_702194",8,"18-29",8,8
"1436","uk_G1_702195",1,"18-29",1,1
"1437","uk_G1_702196",2,"18-29",2,2
"1438","uk_G1_702197",3,"18-29",3,3
"1439","uk_G1_702198",6,"18-29",6,6
"1440","uk_G1_702199",8,"18-29",8,8
"1441","uk_G1_702200",6,"18-29",6,6
"1442","uk_G1_702201",2,"18-29",2,2
"1443","uk_G1_702202",5,"18-29",5,5
"1444","uk_G1_702203",1,"18-29",1,1
"1445","uk_G1_702205",2,"18-29",2,2
"1446","uk_G1_702206",7,"18-29",7,7
"1447","uk_G1_702207",2,"18-29",2,2
"1448","uk_G1_702208",4,"18-29",4,4
"1449","uk_G1_702209",3,"18-29",3,3
"1450","uk_G1_702210",2,"30-39",2,2
"1451","uk_G1_702212",3,"18-29",3,3
"1452","uk_G1_702214",8,"18-29",8,8
"1453","uk_G1_702215",2,"18-29",2,2
"1454","uk_G1_702217",1,"18-29",1,1
"1455","uk_G1_702218",4,"18-29",4,4
"1456","uk_G1_702219",13,"18-29",13,13
"1457","uk_G1_702220",5,"18-29",5,5
"1458","uk_G1_702221",6,"18-29",6,6
"1459","uk_G1_702222",8,"18-29",8,8
"1460","uk_G1_702223",1,"18-29",1,1
"1461","uk_G1_702224",4,"18-29",4,4
"1462","uk_G1_702225",3,"18-29",3,3
"1463","uk_G1_702227",5,"18-29",5,5
"1464","uk_G1_702228",1,"18-29",1,1
"1465","uk_G1_702229",4,"30-39",4,4
"1466","uk_G1_702230",2,"18-29",2,2
"1467","uk_G1_702231",11,"18-29",11,11
"1468","uk_G1_702232",3,"30-39",3,3
"1469","uk_G1_702233",8,"18-29",8,8
"1470","uk_G1_702235",2,"18-29",2,2
"1471","uk_G1_702236",3,"18-29",3,3
"1472","uk_G1_702238",2,"18-29",2,2
"1473","uk_G1_702239",3,"18-29",3,3
"1474","uk_G1_702240",2,"18-29",2,2
"1475","uk_G1_702241",4,"18-29",4,4
"1476","uk_G1_702242",2,"18-29",2,2
"1477","uk_G1_702244",5,"18-29",5,5
"1478","uk_G1_702245",7,"18-29",7,7
"1479","uk_G1_702246",2,"18-29",2,2
"1480","uk_G1_702247",4,"18-29",4,4
"1481","uk_G1_702248",3,"18-29",3,3
"1482","uk_G1_702249",6,"18-29",6,6
"1483","uk_G1_702250",3,"18-29",3,3
"1484","uk_G1_702251",1,"30-39",1,1
"1485","uk_G1_702252",1,"18-29",1,1
"1486","uk_G1_702253",3,"18-29",3,3
"1487","uk_G1_702254",7,"18-29",7,7
"1488","uk_G1_702255",2,"18-29",2,2
"1489","uk_G1_702256",5,"30-39",5,5
"1490","uk_G1_702257",8,"18-29",8,8
"1491","uk_G1_702258",11,"18-29",11,11
"1492","uk_G1_702259",8,"30-39",8,8
"1493","uk_G1_702260",5,"18-29",5,5
"1494","uk_G1_702261",2,"30-39",2,2
"1495","uk_G1_702262",9,"18-29",9,9
"1496","uk_G1_702263",1,"18-29",1,1
"1497","uk_G1_702264",1,"18-29",1,1
"1498","uk_G1_702265",5,"18-29",5,5
"1499","uk_G1_702266",2,"18-29",2,2
"1500","uk_G1_702269",2,"18-29",2,2
"1501","uk_G1_702270",1,"18-29",1,1
"1502","uk_G1_702271",2,"18-29",2,2
"1503","uk_G1_702272",1,"18-29",1,1
"1504","uk_G1_702273",1,"18-29",1,1
"1505","uk_G1_702277",5,"30-39",5,5
"1506","uk_G1_702278",1,"30-39",1,1
"1507","uk_G1_702285",1,"30-39",1,1
"1508","uk_G1_702298",1,"30-39",1,1
"1509","uk_G1_702320",10,"18-29",10,10
"1510","uk_G1_702330",2,"30-39",2,2
"1511","uk_G1_702349",1,"30-39",1,1
"1512","uk_G1_702368",2,"30-39",2,2
"1513","uk_G1_702372",10,"18-29",10,10
"1514","uk_G1_702387",5,"18-29",5,5
"1515","uk_G1_702404",1,"18-29",1,1
"1516","uk_G1_702409",1,"18-29",1,1
"1517","uk_G1_702412",10,"30-39",10,10
"1518","uk_G1_702414",4,"30-39",4,4
"1519","uk_G1_702415",5,"30-39",5,5
"1520","uk_G1_702416",11,"18-29",11,11
"1521","uk_G1_702417",1,"30-39",1,1
"1522","uk_G1_702418",1,"30-39",1,1
"1523","uk_G1_702421",1,"30-39",1,1
"1524","uk_G1_702422",3,"18-29",3,3
"1525","uk_G1_702424",7,"30-39",7,7
"1526","uk_G1_702425",3,"30-39",3,3
"1527","uk_G1_702426",8,"30-39",8,8
"1528","uk_G1_702427",4,"18-29",4,4
"1529","uk_G1_702428",13,"30-39",13,13
"1530","uk_G1_702429",3,"30-39",3,3
"1531","uk_G1_702430",3,"30-39",3,3
"1532","uk_G1_702431",23,"30-39",20,23
"1533","uk_G1_702432",1,"30-39",1,1
"1534","uk_G1_702434",1,"30-39",1,1
"1535","uk_G1_702435",2,"18-29",2,2
"1536","uk_G1_702436",4,"30-39",4,4
"1537","uk_G1_702437",5,"30-39",5,5
"1538","uk_G1_702438",8,"70-120",8,8
"1539","uk_G1_702439",4,"30-39",4,4
"1540","uk_G1_702441",3,"18-29",3,3
"1541","uk_G1_702442",3,"30-39",3,3
"1542","uk_G1_702443",1212,"30-39",20,100
"1543","uk_G1_702444",10,"30-39",10,10
"1544","uk_G1_702445",3,"18-29",3,3
"1545","uk_G1_702447",3,"30-39",3,3
"1546","uk_G1_702448",3,"30-39",3,3
"1547","uk_G1_702449",4,"30-39",4,4
"1548","uk_G1_702450",2,"30-39",2,2
"1549","uk_G1_702451",1,"18-29",1,1
"1550","uk_G1_702452",3,"30-39",3,3
"1551","uk_G1_702453",7,"18-29",7,7
"1552","uk_G1_702454",2,"30-39",2,2
"1553","uk_G1_702455",11,"30-39",11,11
"1554","uk_G1_702457",1,"30-39",1,1
"1555","uk_G1_702458",3,"30-39",3,3
"1556","uk_G1_702459",8,"30-39",8,8
"1557","uk_G1_702460",4,"30-39",4,4
"1558","uk_G1_702461",1,"30-39",1,1
"1559","uk_G1_702463",3,"30-39",3,3
"1560","uk_G1_702464",1,"30-39",1,1
"1561","uk_G1_702465",3,"30-39",3,3
"1562","uk_G1_702466",2,"30-39",2,2
"1563","uk_G1_702467",4,"18-29",4,4
"1564","uk_G1_702468",5,"30-39",5,5
"1565","uk_G1_702469",3,"30-39",3,3
"1566","uk_G1_702470",3,"30-39",3,3
"1567","uk_G1_702471",2,"18-29",2,2
"1568","uk_G1_702472",6,"18-29",6,6
"1569","uk_G1_702473",4,"30-39",4,4
"1570","uk_G1_702474",2,"18-29",2,2
"1571","uk_G1_702475",112,"30-39",20,100
"1572","uk_G1_702476",1,"18-29",1,1
"1573","uk_G1_702477",1,"30-39",1,1
"1574","uk_G1_702479",2,"30-39",2,2
"1575","uk_G1_702480",71,"30-39",20,71
"1576","uk_G1_702481",1,"18-29",1,1
"1577","uk_G1_702484",2,"30-39",2,2
"1578","uk_G1_702485",3,"30-39",3,3
"1579","uk_G1_702486",9,"30-39",9,9
"1580","uk_G1_702488",3,"30-39",3,3
"1581","uk_G1_702489",1,"30-39",1,1
"1582","uk_G1_702490",3,"30-39",3,3
"1583","uk_G1_702491",2,"30-39",2,2
"1584","uk_G1_702492",1,"18-29",1,1
"1585","uk_G1_702494",8,"18-29",8,8
"1586","uk_G1_702495",1,"30-39",1,1
"1587","uk_G1_702496",3,"30-39",3,3
"1588","uk_G1_702497",5,"30-39",5,5
"1589","uk_G1_702501",4,"30-39",4,4
"1590","uk_G1_702502",6,"18-29",6,6
"1591","uk_G1_702503",8,"30-39",8,8
"1592","uk_G1_702505",3,"30-39",3,3
"1593","uk_G1_702506",5,"30-39",5,5
"1594","uk_G1_702507",3,"18-29",3,3
"1595","uk_G1_702508",1,"18-29",1,1
"1596","uk_G1_702509",2,"30-39",2,2
"1597","uk_G1_702510",4,"50-59",4,4
"1598","uk_G1_702511",1,"60-69",1,1
"1599","uk_G1_702512",2,"50-59",2,2
"1600","uk_G1_702513",2,"60-69",2,2
"1601","uk_G1_702514",2,"50-59",2,2
"1602","uk_G1_702515",40,"50-59",20,40
"1603","uk_G1_702516",5,"18-29",5,5
"1604","uk_G1_702517",2,"50-59",2,2
"1605","uk_G1_702518",3,"30-39",3,3
"1606","uk_G1_702519",3,"50-59",3,3
"1607","uk_G1_702520",1,"50-59",1,1
"1608","uk_G1_702521",1,"60-69",1,1
"1609","uk_G1_702522",1,"60-69",1,1
"1610","uk_G1_702523",8,"18-29",8,8
"1611","uk_G1_702525",1,"50-59",1,1
"1612","uk_G1_702526",1,"50-59",1,1
"1613","uk_G1_702527",11,"50-59",11,11
"1614","uk_G1_702528",2,"50-59",2,2
"1615","uk_G1_702529",4,"40-49",4,4
"1616","uk_G1_702530",3,"40-49",3,3
"1617","uk_G1_702531",1,"40-49",1,1
"1618","uk_G1_702532",3,"50-59",3,3
"1619","uk_G1_702533",3,"60-69",3,3
"1620","uk_G1_702534",1,"60-69",1,1
"1621","uk_G1_702535",4,"50-59",4,4
"1622","uk_G1_702537",4,"50-59",4,4
"1623","uk_G1_702539",1,"50-59",1,1
"1624","uk_G1_702540",3,"60-69",3,3
"1625","uk_G1_702542",3,"40-49",3,3
"1626","uk_G1_702544",4,"60-69",4,4
"1627","uk_G1_702545",4,"50-59",4,4
"1628","uk_G1_702546",1,"50-59",1,1
"1629","uk_G1_702547",1,"30-39",1,1
"1630","uk_G1_702548",4,"30-39",4,4
"1631","uk_G1_702549",20,"18-29",20,20
"1632","uk_G1_702550",3,"50-59",3,3
"1633","uk_G1_702551",1,"50-59",1,1
"1634","uk_G1_702552",54,"30-39",20,54
"1635","uk_G1_702553",3,"60-69",3,3
"1636","uk_G1_702554",2,"50-59",2,2
"1637","uk_G1_702555",2,"60-69",2,2
"1638","uk_G1_702556",2,"60-69",2,2
"1639","uk_G1_702557",3,"50-59",3,3
"1640","uk_G1_702558",2,"60-69",2,2
"1641","uk_G1_702561",2,"30-39",2,2
"1642","uk_G1_702562",6,"40-49",6,6
"1643","uk_G1_702563",3,"50-59",3,3
"1644","uk_G1_702565",3,"50-59",3,3
"1645","uk_G1_702566",1,"50-59",1,1
"1646","uk_G1_702567",9,"40-49",9,9
"1647","uk_G1_702568",2,"60-69",2,2
"1648","uk_G1_702569",3,"30-39",3,3
"1649","uk_G1_702570",1,"60-69",1,1
"1650","uk_G1_702571",8,"30-39",8,8
"1651","uk_G1_702572",2,"50-59",2,2
"1652","uk_G1_702573",3,"40-49",3,3
"1653","uk_G1_702574",1,"18-29",1,1
"1654","uk_G1_702575",15,"50-59",15,15
"1655","uk_G1_702577",8,"30-39",8,8
"1656","uk_G1_702578",4,"50-59",4,4
"1657","uk_G1_702579",1,"50-59",1,1
"1658","uk_G1_702580",11,"40-49",11,11
"1659","uk_G1_702581",2,"60-69",2,2
"1660","uk_G1_702582",1,"60-69",1,1
"1661","uk_G1_702583",1,"18-29",1,1
"1662","uk_G1_702584",12,"30-39",12,12
"1663","uk_G1_702585",3,"50-59",3,3
"1664","uk_G1_702586",2,"40-49",2,2
"1665","uk_G1_702587",2,"30-39",2,2
"1666","uk_G1_702588",3,"60-69",3,3
"1667","uk_G1_702589",2,"50-59",2,2
"1668","uk_G1_702590",4,"40-49",4,4
"1669","uk_G1_702591",1,"50-59",1,1
"1670","uk_G1_702592",60,"50-59",20,60
"1671","uk_G1_702593",1,"50-59",1,1
"1672","uk_G1_702594",1,"30-39",1,1
"1673","uk_G1_702596",3,"50-59",3,3
"1674","uk_G1_702598",3,"30-39",3,3
"1675","uk_G1_702599",2,"30-39",2,2
"1676","uk_G1_702600",5,"18-29",5,5
"1677","uk_G1_702602",1,"50-59",1,1
"1678","uk_G1_702603",4,"50-59",4,4
"1679","uk_G1_702605",3,"60-69",3,3
"1680","uk_G1_702606",2,"18-29",2,2
"1681","uk_G1_702607",1,"18-29",1,1
"1682","uk_G1_702609",2,"40-49",2,2
"1683","uk_G1_702610",4,"60-69",4,4
"1684","uk_G1_702611",5,"70-120",5,5
"1685","uk_G1_702612",1,"60-69",1,1
"1686","uk_G1_702613",2,"60-69",2,2
"1687","uk_G1_702615",2,"60-69",2,2
"1688","uk_G1_702616",1,"60-69",1,1
"1689","uk_G1_702617",1,"30-39",1,1
"1690","uk_G1_702618",1,"50-59",1,1
"1691","uk_G1_702621",9,"50-59",9,9
"1692","uk_G1_702622",2,"18-29",2,2
"1693","uk_G1_702625",1,"60-69",1,1
"1694","uk_G1_702626",4,"50-59",4,4
"1695","uk_G1_702627",1,"50-59",1,1
"1696","uk_G1_702628",2,"40-49",2,2
"1697","uk_G1_702631",2,"60-69",2,2
"1698","uk_G1_702632",1,"60-69",1,1
"1699","uk_G1_702633",3,"60-69",3,3
"1700","uk_G1_702634",4,"70-120",4,4
"1701","uk_G1_702635",1,"30-39",1,1
"1702","uk_G1_702636",1,"60-69",1,1
"1703","uk_G1_702637",12,"50-59",12,12
"1704","uk_G1_702638",1,"40-49",1,1
"1705","uk_G1_702639",1,"70-120",1,1
"1706","uk_G1_702640",5,"60-69",5,5
"1707","uk_G1_702641",3,"50-59",3,3
"1708","uk_G1_702643",29,"50-59",20,29
"1709","uk_G1_702645",3,"40-49",3,3
"1710","uk_G1_702646",1,"30-39",1,1
"1711","uk_G1_702647",1,"30-39",1,1
"1712","uk_G1_702649",4,"60-69",4,4
"1713","uk_G1_702650",2,"50-59",2,2
"1714","uk_G1_702651",1,"60-69",1,1
"1715","uk_G1_702656",4,"60-69",4,4
"1716","uk_G1_702657",3,"40-49",3,3
"1717","uk_G1_702658",16,"60-69",16,16
"1718","uk_G1_702659",1,"40-49",1,1
"1719","uk_G1_702660",2,"50-59",2,2
"1720","uk_G1_702661",74,"40-49",20,74
"1721","uk_G1_702662",3,"40-49",3,3
"1722","uk_G1_702663",6,"40-49",6,6
"1723","uk_G1_702664",5,"60-69",5,5
"1724","uk_G1_702665",5,"50-59",5,5
"1725","uk_G1_702666",2,"60-69",2,2
"1726","uk_G1_702667",20,"40-49",20,20
"1727","uk_G1_702669",3,"60-69",3,3
"1728","uk_G1_702670",201,"30-39",20,100
"1729","uk_G1_702671",2,"50-59",2,2
"1730","uk_G1_702675",4,"30-39",4,4
"1731","uk_G1_702676",1,"40-49",1,1
"1732","uk_G1_702677",3,"40-49",3,3
"1733","uk_G1_702678",6,"30-39",6,6
"1734","uk_G1_702679",2,"40-49",2,2
"1735","uk_G1_702680",1,"50-59",1,1
"1736","uk_G1_702681",8,"40-49",8,8
"1737","uk_G1_702682",1,"60-69",1,1
"1738","uk_G1_702683",1,"60-69",1,1
"1739","uk_G1_702684",17,"40-49",17,17
"1740","uk_G1_702685",3,"30-39",3,3
"1741","uk_G1_702686",1,"60-69",1,1
"1742","uk_G1_702688",1,"40-49",1,1
"1743","uk_G1_702689",2,"60-69",2,2
"1744","uk_G1_702690",27,"30-39",20,27
"1745","uk_G1_702691",3,"30-39",3,3
"1746","uk_G1_702692",12,"50-59",12,12
"1747","uk_G1_702694",1,"70-120",1,1
"1748","uk_G1_702695",10,"40-49",10,10
"1749","uk_G1_702696",1,"70-120",1,1
"1750","uk_G1_702697",1,"60-69",1,1
"1751","uk_G1_702700",2,"30-39",2,2
"1752","uk_G1_702701",1,"40-49",1,1
"1753","uk_G1_702702",3,"60-69",3,3
"1754","uk_G1_702703",4,"70-120",4,4
"1755","uk_G1_702704",5,"70-120",5,5
"1756","uk_G1_702705",2,"60-69",2,2
"1757","uk_G1_702706",1,"60-69",1,1
"1758","uk_G1_702707",1,"60-69",1,1
"1759","uk_G1_702708",1,"60-69",1,1
"1760","uk_G1_702709",5,"70-120",5,5
"1761","uk_G1_702710",1,"70-120",1,1
"1762","uk_G1_702711",2,"30-39",2,2
"1763","uk_G1_702712",1,"40-49",1,1
"1764","uk_G1_702713",3,"60-69",3,3
"1765","uk_G1_702714",13,"60-69",13,13
"1766","uk_G1_702716",1,"60-69",1,1
"1767","uk_G1_702717",4,"70-120",4,4
"1768","uk_G1_702718",8,"50-59",8,8
"1769","uk_G1_702719",1,"70-120",1,1
"1770","uk_G1_702720",1,"70-120",1,1
